"","workerid","noun","nounclass","slide_number","predicate2","predicate1","class2","response","class1","language"
"417",16,"desk","furniture",3,"big","purple","size",0.05,"color","English"
"418",16,"banana","food",4,"brown","old","color",0.99,"age","English"
"419",16,"desk","furniture",5,"fresh","square","age",0.02,"shape","English"
"420",16,"carrot","food",6,"yellow","new","color",0.97,"age","English"
"421",16,"apple","food",7,"wooden","small","material",0.94,"size","English"
"422",16,"desk","furniture",8,"smooth","metal","texture",0.07,"material","English"
"423",16,"couch","furniture",9,"round","big","shape",0.96,"size","English"
"424",16,"cheese","food",10,"brown","soft","color",0.96,"texture","English"
"425",16,"carrot","food",11,"bad","red","quality",0.25,"color","English"
"426",16,"fan","furniture",12,"green","long","color",0.97,"size","English"
"427",16,"couch","furniture",13,"rotten","small","age",0.94,"size","English"
"428",16,"chair","furniture",14,"new","metal","age",0,"material","English"
"429",16,"couch","furniture",15,"smooth","huge","texture",0.94,"size","English"
"430",16,"couch","furniture",16,"green","bad","color",0.97,"quality","English"
"431",16,"apple","food",17,"huge","blue","size",0.02,"color","English"
"432",16,"TV","furniture",18,"tiny","smooth","size",0.05,"texture","English"
"433",16,"apple","food",19,"green","plastic","color",0.37,"material","English"
"434",16,"chair","furniture",20,"green","hard","color",0.98,"texture","English"
"435",16,"tomato","food",21,"hard","tiny","texture",0.97,"size","English"
"436",16,"carrot","food",22,"brown","metal","color",0.19,"material","English"
"437",16,"desk","furniture",23,"metal","rotten","material",0.96,"age","English"
"438",16,"apple","food",24,"plastic","purple","material",0.92,"color","English"
"439",16,"TV","furniture",25,"huge","soft","size",0.02,"texture","English"
"440",16,"banana","food",26,"metal","smooth","material",0.96,"texture","English"
"441",16,"couch","furniture",27,"wooden","blue","material",0.82,"color","English"
"442",16,"cheese","food",28,"red","round","color",0.07,"shape","English"
"443",17,"banana","food",3,"square","fresh","shape",1,"age","English"
"444",17,"carrot","food",4,"brown","huge","color",1,"size","English"
"445",17,"tomato","food",5,"rotten","long","age",0.19,"size","English"
"446",17,"fan","furniture",6,"smooth","yellow","texture",0,"color","English"
"447",17,"TV","furniture",7,"good","purple","quality",0.43,"color","English"
"448",17,"banana","food",8,"rotten","soft","age",0.96,"texture","English"
"449",17,"couch","furniture",9,"good","green","quality",0.04,"color","English"
"450",17,"tomato","food",10,"plastic","square","material",1,"shape","English"
"451",17,"chair","furniture",11,"red","small","color",1,"size","English"
"452",17,"fan","furniture",12,"short","bad","size",0.88,"quality","English"
"453",17,"couch","furniture",13,"wooden","yellow","material",0.1,"color","English"
"454",17,"TV","furniture",14,"soft","fresh","texture",0.33,"age","English"
"455",17,"carrot","food",15,"short","square","size",0.12,"shape","English"
"456",17,"apple","food",16,"good","wooden","quality",0.24,"material","English"
"457",17,"chair","furniture",17,"tiny","smooth","size",0.84,"texture","English"
"458",17,"banana","food",18,"wooden","good","material",0.68,"quality","English"
"459",17,"carrot","food",19,"old","plastic","age",0,"material","English"
"460",17,"cheese","food",20,"fresh","big","age",0.86,"size","English"
"461",17,"carrot","food",21,"smooth","rotten","texture",0.25,"age","English"
"462",17,"cheese","food",22,"wooden","green","material",0.86,"color","English"
"463",17,"carrot","food",23,"red","metal","color",0.21,"material","English"
"464",17,"couch","furniture",24,"tiny","brown","size",0,"color","English"
"465",17,"couch","furniture",25,"good","round","quality",0.09,"shape","English"
"466",17,"tomato","food",26,"soft","blue","texture",0.06,"color","English"
"467",17,"desk","furniture",27,"smooth","good","texture",0.83,"quality","English"
"468",17,"TV","furniture",28,"hard","bad","texture",0.52,"quality","English"
"469",18,"carrot","food",3,"good","purple","quality",0,"color","English"
"470",18,"tomato","food",4,"new","green","age",0,"color","English"
"471",18,"TV","furniture",5,"purple","big","color",1,"size","English"
"472",18,"fan","furniture",6,"fresh","huge","age",1,"size","English"
"473",18,"banana","food",7,"wooden","new","material",1,"age","English"
"474",18,"desk","furniture",8,"huge","square","size",0,"shape","English"
"475",18,"desk","furniture",9,"fresh","good","age",1,"quality","English"
"476",18,"banana","food",10,"yellow","long","color",1,"size","English"
"477",18,"tomato","food",11,"brown","bad","color",0,"quality","English"
"478",18,"TV","furniture",12,"old","short","age",1,"size","English"
"479",18,"tomato","food",13,"new","huge","age",1,"size","English"
"480",18,"desk","furniture",14,"red","huge","color",1,"size","English"
"481",18,"couch","furniture",15,"round","blue","shape",0,"color","English"
"482",18,"chair","furniture",16,"good","plastic","quality",0,"material","English"
"483",18,"apple","food",17,"green","round","color",1,"shape","English"
"484",18,"tomato","food",18,"blue","long","color",1,"size","English"
"485",18,"chair","furniture",19,"bad","huge","quality",1,"size","English"
"486",18,"desk","furniture",20,"green","old","color",1,"age","English"
"487",18,"carrot","food",21,"fresh","huge","age",1,"size","English"
"488",18,"fan","furniture",22,"soft","tiny","texture",1,"size","English"
"489",18,"cheese","food",23,"red","new","color",1,"age","English"
"490",18,"tomato","food",24,"blue","long","color",1,"size","English"
"491",18,"desk","furniture",25,"metal","tiny","material",1,"size","English"
"492",18,"tomato","food",26,"good","fresh","quality",0,"age","English"
"493",18,"apple","food",27,"metal","soft","material",1,"texture","English"
"494",18,"banana","food",28,"rotten","good","age",1,"quality","English"
"495",19,"cheese","food",3,"hard","short","texture",1,"size","English"
"496",19,"banana","food",4,"old","short","age",1,"size","English"
"497",19,"tomato","food",5,"purple","square","color",0.54,"shape","English"
"498",19,"TV","furniture",6,"hard","yellow","texture",0,"color","English"
"499",19,"cheese","food",7,"round","soft","shape",0.52,"texture","English"
"500",19,"banana","food",8,"square","soft","shape",0.76,"texture","English"
"501",19,"TV","furniture",9,"big","yellow","size",0.05,"color","English"
"502",19,"apple","food",10,"fresh","tiny","age",1,"size","English"
"503",19,"fan","furniture",11,"rotten","smooth","age",1,"texture","English"
"504",19,"fan","furniture",12,"hard","metal","texture",0,"material","English"
"505",19,"banana","food",13,"smooth","big","texture",1,"size","English"
"506",19,"banana","food",14,"new","bad","age",0.98,"quality","English"
"507",19,"tomato","food",15,"big","plastic","size",0.02,"material","English"
"508",19,"TV","furniture",16,"big","old","size",0.03,"age","English"
"509",19,"TV","furniture",17,"new","tiny","age",0.53,"size","English"
"510",19,"desk","furniture",18,"blue","wooden","color",0.03,"material","English"
"511",19,"fan","furniture",19,"old","yellow","age",0.02,"color","English"
"512",19,"tomato","food",20,"long","plastic","size",0.03,"material","English"
"513",19,"chair","furniture",21,"plastic","square","material",1,"shape","English"
"514",19,"banana","food",22,"old","brown","age",0.02,"color","English"
"515",19,"banana","food",23,"green","good","color",0.98,"quality","English"
"516",19,"banana","food",24,"rotten","huge","age",0.97,"size","English"
"517",19,"tomato","food",25,"green","hard","color",0.99,"texture","English"
"518",19,"apple","food",26,"purple","square","color",0.98,"shape","English"
"519",19,"chair","furniture",27,"long","fresh","size",0.99,"age","English"
"520",19,"TV","furniture",28,"red","rotten","color",0.97,"age","English"
"521",20,"couch","furniture",3,"round","purple","shape",0,"color","English"
"522",20,"chair","furniture",4,"green","old","color",1,"age","English"
"523",20,"TV","furniture",5,"good","long","quality",0,"size","English"
"524",20,"chair","furniture",6,"soft","green","texture",0,"color","English"
"525",20,"apple","food",7,"fresh","purple","age",0,"color","English"
"526",20,"tomato","food",8,"soft","big","texture",1,"size","English"
"527",20,"TV","furniture",9,"brown","hard","color",1,"texture","English"
"528",20,"fan","furniture",10,"metal","brown","material",1,"color","English"
"529",20,"TV","furniture",11,"tiny","plastic","size",0,"material","English"
"530",20,"apple","food",12,"round","fresh","shape",1,"age","English"
"531",20,"desk","furniture",13,"yellow","huge","color",1,"size","English"
"532",20,"chair","furniture",14,"yellow","hard","color",1,"texture","English"
"533",20,"carrot","food",15,"fresh","long","age",1,"size","English"
"534",20,"couch","furniture",16,"green","small","color",1,"size","English"
"535",20,"tomato","food",17,"metal","rotten","material",1,"age","English"
"536",20,"tomato","food",18,"rotten","big","age",1,"size","English"
"537",20,"cheese","food",19,"smooth","big","texture",0,"size","English"
"538",20,"TV","furniture",20,"big","metal","size",0,"material","English"
"539",20,"fan","furniture",21,"square","huge","shape",1,"size","English"
"540",20,"apple","food",22,"round","green","shape",1,"color","English"
"541",20,"fan","furniture",23,"fresh","brown","age",0,"color","English"
"542",20,"carrot","food",24,"green","huge","color",1,"size","English"
"543",20,"fan","furniture",25,"green","hard","color",1,"texture","English"
"544",20,"banana","food",26,"round","big","shape",1,"size","English"
"545",20,"apple","food",27,"fresh","short","age",1,"size","English"
"546",20,"cheese","food",28,"long","wooden","size",0,"material","English"
"547",21,"fan","furniture",3,"bad","purple","quality",0,"color","english"
"548",21,"chair","furniture",4,"fresh","plastic","age",0,"material","english"
"549",21,"fan","furniture",5,"rotten","bad","age",1,"quality","english"
"550",21,"carrot","food",6,"smooth","green","texture",0,"color","english"
"551",21,"tomato","food",7,"new","purple","age",0,"color","english"
"552",21,"banana","food",8,"tiny","green","size",0,"color","english"
"553",21,"apple","food",9,"short","wooden","size",0,"material","english"
"554",21,"banana","food",10,"old","red","age",0,"color","english"
"555",21,"carrot","food",11,"metal","huge","material",1,"size","english"
"556",21,"couch","furniture",12,"bad","plastic","quality",0,"material","english"
"557",21,"chair","furniture",13,"good","round","quality",0,"shape","english"
"558",21,"apple","food",14,"round","short","shape",1,"size","english"
"559",21,"cheese","food",15,"blue","new","color",0.97,"age","english"
"560",21,"couch","furniture",16,"rotten","wooden","age",0.13,"material","english"
"561",21,"apple","food",17,"good","short","quality",0.67,"size","english"
"562",21,"couch","furniture",18,"huge","round","size",0.8,"shape","english"
"563",21,"banana","food",19,"round","long","shape",0.72,"size","english"
"564",21,"apple","food",20,"red","metal","color",0.08,"material","english"
"565",21,"carrot","food",21,"wooden","soft","material",0.82,"texture","english"
"566",21,"tomato","food",22,"blue","fresh","color",0.8,"age","english"
"567",21,"tomato","food",23,"plastic","square","material",0.17,"shape","english"
"568",21,"desk","furniture",24,"brown","smooth","color",0.81,"texture","english"
"569",21,"tomato","food",25,"short","soft","size",0.2,"texture","english"
"570",21,"fan","furniture",26,"long","old","size",0.78,"age","english"
"571",21,"apple","food",27,"short","blue","size",0.14,"color","english"
"572",21,"chair","furniture",28,"good","hard","quality",0.26,"texture","english"
"573",22,"tomato","food",3,"blue","smooth","color",0.81,"texture","English"
"574",22,"tomato","food",4,"fresh","blue","age",0.05,"color","English"
"575",22,"fan","furniture",5,"metal","long","material",0.95,"size","English"
"576",22,"chair","furniture",6,"fresh","round","age",0.08,"shape","English"
"577",22,"cheese","food",7,"good","metal","quality",0.11,"material","English"
"578",22,"carrot","food",8,"brown","good","color",0.06,"quality","English"
"579",22,"cheese","food",9,"soft","old","texture",0.96,"age","English"
"580",22,"couch","furniture",10,"wooden","yellow","material",0.92,"color","English"
"581",22,"banana","food",11,"square","yellow","shape",0.08,"color","English"
"582",22,"fan","furniture",12,"plastic","yellow","material",0.19,"color","English"
"583",22,"couch","furniture",13,"round","plastic","shape",0.06,"material","English"
"584",22,"desk","furniture",14,"fresh","tiny","age",0.92,"size","English"
"585",22,"fan","furniture",15,"green","soft","color",0.81,"texture","English"
"586",22,"tomato","food",16,"new","brown","age",0.09,"color","English"
"587",22,"tomato","food",17,"big","green","size",0.06,"color","English"
"588",22,"tomato","food",18,"square","blue","shape",0.13,"color","English"
"589",22,"fan","furniture",19,"wooden","smooth","material",0.91,"texture","English"
"590",22,"desk","furniture",20,"tiny","wooden","size",0.15,"material","English"
"591",22,"carrot","food",21,"smooth","green","texture",0.04,"color","English"
"592",22,"cheese","food",22,"soft","bad","texture",0.96,"quality","English"
"593",22,"apple","food",23,"soft","yellow","texture",0.07,"color","English"
"594",22,"TV","furniture",24,"hard","blue","texture",0.01,"color","English"
"595",22,"couch","furniture",25,"plastic","round","material",0.99,"shape","English"
"596",22,"apple","food",26,"smooth","good","texture",0.07,"quality","English"
"597",22,"banana","food",27,"old","wooden","age",0.02,"material","English"
"598",22,"tomato","food",28,"small","soft","size",0.06,"texture","English"
"599",23,"carrot","food",3,"wooden","round","material",1,"shape","English"
"600",23,"carrot","food",4,"plastic","square","material",1,"shape","English"
"601",23,"desk","furniture",5,"blue","metal","color",0,"material","English"
"602",23,"tomato","food",6,"green","hard","color",1,"texture","English"
"603",23,"banana","food",7,"bad","yellow","quality",0,"color","English"
"604",23,"desk","furniture",8,"metal","hard","material",1,"texture","English"
"605",23,"fan","furniture",9,"long","metal","size",0,"material","English"
"606",23,"couch","furniture",10,"wooden","bad","material",1,"quality","English"
"607",23,"TV","furniture",11,"bad","hard","quality",1,"texture","English"
"608",23,"carrot","food",12,"wooden","good","material",1,"quality","English"
"609",23,"apple","food",13,"rotten","long","age",1,"size","English"
"610",23,"TV","furniture",14,"tiny","square","size",0,"shape","English"
"611",23,"cheese","food",15,"short","fresh","size",1,"age","English"
"612",23,"couch","furniture",16,"huge","wooden","size",0,"material","English"
"613",23,"apple","food",17,"long","yellow","size",0,"color","English"
"614",23,"apple","food",18,"wooden","bad","material",1,"quality","English"
"615",23,"carrot","food",19,"long","red","size",0,"color","English"
"616",23,"chair","furniture",20,"new","blue","age",0,"color","English"
"617",23,"tomato","food",21,"short","round","size",0,"shape","English"
"618",23,"carrot","food",22,"metal","new","material",1,"age","English"
"619",23,"cheese","food",23,"huge","soft","size",0,"texture","English"
"620",23,"banana","food",24,"hard","small","texture",1,"size","English"
"621",23,"fan","furniture",25,"rotten","bad","age",1,"quality","English"
"622",23,"couch","furniture",26,"purple","wooden","color",0,"material","English"
"623",23,"tomato","food",27,"hard","yellow","texture",0,"color","English"
"624",23,"apple","food",28,"metal","long","material",1,"size","English"
"625",24,"couch","furniture",3,"new","wooden","age",0,"material","English"
"626",24,"cheese","food",4,"wooden","good","material",1,"quality","English"
"627",24,"carrot","food",5,"long","old","size",0,"age","English"
"628",24,"couch","furniture",6,"bad","wooden","quality",0,"material","English"
"629",24,"TV","furniture",7,"short","fresh","size",0,"age","English"
"630",24,"chair","furniture",8,"fresh","tiny","age",1,"size","English"
"631",24,"desk","furniture",9,"short","brown","size",0,"color","English"
"632",24,"cheese","food",10,"plastic","new","material",1,"age","English"
"633",24,"TV","furniture",11,"huge","good","size",1,"quality","English"
"634",24,"fan","furniture",12,"rotten","green","age",0,"color","English"
"635",24,"cheese","food",13,"square","soft","shape",1,"texture","English"
"636",24,"couch","furniture",14,"new","bad","age",1,"quality","English"
"637",24,"cheese","food",15,"red","wooden","color",0,"material","English"
"638",24,"chair","furniture",16,"red","big","color",1,"size","English"
"639",24,"cheese","food",17,"brown","smooth","color",1,"texture","English"
"640",24,"chair","furniture",18,"metal","blue","material",1,"color","English"
"641",24,"TV","furniture",19,"round","blue","shape",0,"color","English"
"642",24,"apple","food",20,"wooden","bad","material",1,"quality","English"
"643",24,"carrot","food",21,"wooden","square","material",1,"shape","English"
"644",24,"tomato","food",22,"small","wooden","size",0,"material","English"
"645",24,"desk","furniture",23,"fresh","bad","age",1,"quality","English"
"646",24,"chair","furniture",24,"hard","round","texture",0,"shape","English"
"647",24,"cheese","food",25,"brown","new","color",1,"age","English"
"648",24,"banana","food",26,"bad","brown","quality",0,"color","English"
"649",24,"couch","furniture",27,"red","smooth","color",1,"texture","English"
"650",24,"tomato","food",28,"round","fresh","shape",1,"age","English"
"651",25,"carrot","food",3,"smooth","small","texture",0.7,"size","English"
"652",25,"couch","furniture",4,"brown","soft","color",0.92,"texture","English"
"653",25,"apple","food",5,"square","new","shape",0.89,"age","English"
"654",25,"TV","furniture",6,"new","square","age",0.06,"shape","English"
"655",25,"TV","furniture",7,"square","purple","shape",0.51,"color","English"
"656",25,"cheese","food",8,"square","big","shape",0.89,"size","English"
"657",25,"fan","furniture",9,"new","brown","age",0.06,"color","English"
"658",25,"couch","furniture",10,"soft","brown","texture",0.11,"color","English"
"659",25,"tomato","food",11,"round","purple","shape",0.43,"color","English"
"660",25,"cheese","food",12,"good","green","quality",0.15,"color","English"
"661",25,"desk","furniture",13,"round","long","shape",0.9,"size","English"
"662",25,"cheese","food",14,"green","old","color",0.85,"age","English"
"663",25,"desk","furniture",15,"big","rotten","size",0.21,"age","English"
"664",25,"fan","furniture",16,"square","good","shape",0.85,"quality","English"
"665",25,"banana","food",17,"square","small","shape",0.87,"size","English"
"666",25,"TV","furniture",18,"tiny","red","size",0.17,"color","English"
"667",25,"chair","furniture",19,"huge","purple","size",0.13,"color","English"
"668",25,"couch","furniture",20,"wooden","yellow","material",0.84,"color","English"
"669",25,"carrot","food",21,"purple","good","color",0.84,"quality","English"
"670",25,"chair","furniture",22,"bad","big","quality",0.87,"size","English"
"671",25,"apple","food",23,"new","big","age",0.52,"size","English"
"672",25,"desk","furniture",24,"smooth","fresh","texture",0.89,"age","English"
"673",25,"carrot","food",25,"wooden","brown","material",0.84,"color","English"
"674",25,"carrot","food",26,"brown","short","color",0.9,"size","English"
"675",25,"TV","furniture",27,"new","short","age",0.17,"size","English"
"676",25,"TV","furniture",28,"good","hard","quality",0.15,"texture","English"
"677",26,"tomato","food",3,"square","purple","shape",0.01,"color","English"
"678",26,"apple","food",4,"red","plastic","color",0.23,"material","English"
"679",26,"chair","furniture",5,"good","old","quality",0,"age","English"
"680",26,"carrot","food",6,"new","bad","age",1,"quality","English"
"681",26,"fan","furniture",7,"rotten","bad","age",0.18,"quality","English"
"682",26,"carrot","food",8,"brown","tiny","color",0.91,"size","English"
"683",26,"banana","food",9,"bad","green","quality",0.02,"color","English"
"684",26,"apple","food",10,"plastic","long","material",0.93,"size","English"
"685",26,"banana","food",11,"huge","rotten","size",0.02,"age","English"
"686",26,"apple","food",12,"wooden","soft","material",0.98,"texture","English"
"687",26,"fan","furniture",13,"brown","metal","color",0.02,"material","English"
"688",26,"cheese","food",14,"red","soft","color",1,"texture","English"
"689",26,"carrot","food",15,"small","plastic","size",0.01,"material","English"
"690",26,"TV","furniture",16,"old","smooth","age",0.95,"texture","English"
"691",26,"chair","furniture",17,"tiny","round","size",0.01,"shape","English"
"692",26,"couch","furniture",18,"smooth","blue","texture",0.04,"color","English"
"693",26,"couch","furniture",19,"soft","brown","texture",0.09,"color","English"
"694",26,"apple","food",20,"square","big","shape",0.9,"size","English"
"695",26,"tomato","food",21,"blue","tiny","color",1,"size","English"
"696",26,"TV","furniture",22,"new","blue","age",0.05,"color","English"
"697",26,"banana","food",23,"tiny","soft","size",1,"texture","English"
"698",26,"desk","furniture",24,"soft","blue","texture",0,"color","English"
"699",26,"TV","furniture",25,"blue","new","color",1,"age","English"
"700",26,"tomato","food",26,"old","big","age",1,"size","English"
"701",26,"fan","furniture",27,"wooden","soft","material",1,"texture","English"
"702",26,"TV","furniture",28,"square","fresh","shape",1,"age","English"
"703",27,"desk","furniture",3,"wooden","tiny","material",1,"size","English"
"704",27,"cheese","food",4,"purple","small","color",1,"size","English"
"705",27,"couch","furniture",5,"new","tiny","age",0,"size","English"
"706",27,"couch","furniture",6,"purple","metal","color",0,"material","English"
"707",27,"TV","furniture",7,"short","round","size",1,"shape","English"
"708",27,"chair","furniture",8,"hard","green","texture",0,"color","English"
"709",27,"desk","furniture",9,"plastic","green","material",1,"color","English"
"710",27,"fan","furniture",10,"new","tiny","age",1,"size","English"
"711",27,"couch","furniture",11,"plastic","big","material",1,"size","English"
"712",27,"couch","furniture",12,"blue","huge","color",1,"size","English"
"713",27,"chair","furniture",13,"small","square","size",0,"shape","English"
"714",27,"chair","furniture",14,"green","tiny","color",0,"size","English"
"715",27,"banana","food",15,"green","metal","color",0,"material","English"
"716",27,"desk","furniture",16,"round","purple","shape",0,"color","English"
"717",27,"desk","furniture",17,"wooden","old","material",1,"age","English"
"718",27,"chair","furniture",18,"new","red","age",0,"color","English"
"719",27,"tomato","food",19,"purple","big","color",1,"size","English"
"720",27,"banana","food",20,"metal","small","material",1,"size","English"
"721",27,"apple","food",21,"yellow","tiny","color",1,"size","English"
"722",27,"TV","furniture",22,"brown","smooth","color",1,"texture","English"
"723",27,"chair","furniture",23,"yellow","metal","color",0,"material","English"
"724",27,"cheese","food",24,"yellow","fresh","color",0,"age","English"
"725",27,"desk","furniture",25,"smooth","metal","texture",0,"material","English"
"726",27,"desk","furniture",26,"big","square","size",0,"shape","English"
"727",27,"fan","furniture",27,"round","new","shape",1,"age","English"
"728",27,"cheese","food",28,"fresh","red","age",1,"color","English"
"729",28,"apple","food",3,"smooth","tiny","texture",0.62,"size","English"
"730",28,"cheese","food",4,"yellow","new","color",0.96,"age","English"
"731",28,"banana","food",5,"rotten","blue","age",0.07,"color","English"
"732",28,"apple","food",6,"plastic","soft","material",0.96,"texture","English"
"733",28,"couch","furniture",7,"huge","plastic","size",0.05,"material","English"
"734",28,"TV","furniture",8,"hard","square","texture",0.05,"shape","English"
"735",28,"carrot","food",9,"old","good","age",0.95,"quality","English"
"736",28,"apple","food",10,"good","smooth","quality",0.07,"texture","English"
"737",28,"banana","food",11,"yellow","good","color",0.91,"quality","English"
"738",28,"TV","furniture",12,"short","hard","size",0.1,"texture","English"
"739",28,"desk","furniture",13,"red","hard","color",0.97,"texture","English"
"740",28,"TV","furniture",14,"big","blue","size",0.01,"color","English"
"741",28,"apple","food",15,"yellow","long","color",0.97,"size","English"
"742",28,"carrot","food",16,"long","purple","size",0.03,"color","English"
"743",28,"desk","furniture",17,"purple","smooth","color",0.98,"texture","English"
"744",28,"fan","furniture",18,"brown","round","color",0.98,"shape","English"
"745",28,"chair","furniture",19,"green","rotten","color",0.97,"age","English"
"746",28,"cheese","food",20,"fresh","hard","age",0.03,"texture","English"
"747",28,"fan","furniture",21,"tiny","hard","size",0.07,"texture","English"
"748",28,"fan","furniture",22,"small","bad","size",0.9,"quality","English"
"749",28,"fan","furniture",23,"new","green","age",0.05,"color","English"
"750",28,"apple","food",24,"metal","bad","material",0.97,"quality","English"
"751",28,"fan","furniture",25,"fresh","smooth","age",0.05,"texture","English"
"752",28,"TV","furniture",26,"small","yellow","size",0.06,"color","English"
"753",28,"tomato","food",27,"fresh","smooth","age",0.96,"texture","English"
"754",28,"apple","food",28,"bad","purple","quality",0.05,"color","English"
"755",29,"carrot","food",3,"green","tiny","color",1,"size","English"
"756",29,"apple","food",4,"smooth","bad","texture",0.49,"quality","English"
"757",29,"cheese","food",5,"short","metal","size",0.05,"material","English"
"758",29,"TV","furniture",6,"hard","purple","texture",0.05,"color","English"
"759",29,"tomato","food",7,"good","soft","quality",0.17,"texture","English"
"760",29,"chair","furniture",8,"hard","small","texture",0.99,"size","English"
"761",29,"couch","furniture",9,"bad","green","quality",0.02,"color","English"
"762",29,"tomato","food",10,"plastic","good","material",0.93,"quality","English"
"763",29,"couch","furniture",11,"old","small","age",0.84,"size","English"
"764",29,"tomato","food",12,"small","bad","size",0.14,"quality","English"
"765",29,"carrot","food",13,"short","green","size",0.03,"color","English"
"766",29,"couch","furniture",14,"fresh","huge","age",0.85,"size","English"
"767",29,"carrot","food",15,"tiny","plastic","size",0.01,"material","English"
"768",29,"cheese","food",16,"long","square","size",0.06,"shape","English"
"769",29,"fan","furniture",17,"square","hard","shape",0.97,"texture","English"
"770",29,"desk","furniture",18,"hard","good","texture",0.98,"quality","English"
"771",29,"TV","furniture",19,"smooth","huge","texture",0.95,"size","English"
"772",29,"cheese","food",20,"plastic","green","material",0.96,"color","English"
"773",29,"fan","furniture",21,"plastic","good","material",0.99,"quality","English"
"774",29,"tomato","food",22,"yellow","long","color",0.98,"size","English"
"775",29,"couch","furniture",23,"metal","smooth","material",0.97,"texture","English"
"776",29,"apple","food",24,"green","new","color",0.94,"age","English"
"777",29,"TV","furniture",25,"purple","square","color",0.93,"shape","English"
"778",29,"desk","furniture",26,"purple","round","color",0.94,"shape","English"
"779",29,"chair","furniture",27,"huge","metal","size",0.02,"material","English"
"780",29,"carrot","food",28,"rotten","hard","age",0.95,"texture","English"
"781",30,"banana","food",3,"red","short","color",1,"size","english"
"782",30,"TV","furniture",4,"small","good","size",1,"quality","english"
"783",30,"fan","furniture",5,"long","green","size",0,"color","english"
"784",30,"TV","furniture",6,"bad","tiny","quality",1,"size","english"
"785",30,"apple","food",7,"square","smooth","shape",1,"texture","english"
"786",30,"TV","furniture",8,"soft","fresh","texture",1,"age","english"
"787",30,"chair","furniture",9,"plastic","red","material",1,"color","english"
"788",30,"TV","furniture",10,"square","brown","shape",0,"color","english"
"789",30,"fan","furniture",11,"brown","smooth","color",1,"texture","english"
"790",30,"couch","furniture",12,"new","green","age",0,"color","english"
"791",30,"desk","furniture",13,"red","huge","color",1,"size","english"
"792",30,"apple","food",14,"purple","bad","color",1,"quality","english"
"793",30,"apple","food",15,"new","big","age",1,"size","english"
"794",30,"fan","furniture",16,"rotten","soft","age",1,"texture","english"
"795",30,"TV","furniture",17,"hard","short","texture",1,"size","english"
"796",30,"desk","furniture",18,"red","metal","color",0,"material","english"
"797",30,"TV","furniture",19,"good","small","quality",0,"size","english"
"798",30,"banana","food",20,"green","new","color",1,"age","english"
"799",30,"fan","furniture",21,"huge","purple","size",0,"color","english"
"800",30,"carrot","food",22,"old","big","age",1,"size","english"
"801",30,"couch","furniture",23,"blue","round","color",1,"shape","english"
"802",30,"chair","furniture",24,"big","smooth","size",0,"texture","english"
"803",30,"TV","furniture",25,"fresh","long","age",1,"size","english"
"804",30,"desk","furniture",26,"big","wooden","size",0,"material","english"
"805",30,"desk","furniture",27,"soft","green","texture",0,"color","english"
"806",30,"couch","furniture",28,"bad","big","quality",1,"size","english"
"807",31,"chair","furniture",3,"purple","bad","color",0.79,"quality","English"
"808",31,"banana","food",4,"soft","plastic","texture",0.63,"material","English"
"809",31,"couch","furniture",5,"rotten","wooden","age",0.6,"material","English"
"810",31,"chair","furniture",6,"long","smooth","size",0.63,"texture","English"
"811",31,"chair","furniture",7,"purple","small","color",0.59,"size","English"
"812",31,"apple","food",8,"small","green","size",1,"color","English"
"813",31,"fan","furniture",9,"hard","square","texture",0.91,"shape","English"
"814",31,"apple","food",10,"old","brown","age",0.47,"color","English"
"815",31,"TV","furniture",11,"green","rotten","color",0.42,"age","English"
"816",31,"cheese","food",12,"square","soft","shape",0.8,"texture","English"
"817",31,"fan","furniture",13,"purple","round","color",0.31,"shape","English"
"818",31,"apple","food",14,"fresh","red","age",0.77,"color","English"
"819",31,"apple","food",15,"purple","rotten","color",0.3,"age","English"
"820",31,"desk","furniture",16,"tiny","green","size",0.66,"color","English"
"821",31,"carrot","food",17,"yellow","hard","color",0.88,"texture","English"
"822",31,"TV","furniture",18,"red","soft","color",0.89,"texture","English"
"823",31,"couch","furniture",19,"square","wooden","shape",0.34,"material","English"
"824",31,"carrot","food",20,"blue","small","color",0.67,"size","English"
"825",31,"TV","furniture",21,"old","round","age",1,"shape","English"
"826",31,"tomato","food",22,"hard","purple","texture",0.28,"color","English"
"827",31,"carrot","food",23,"round","rotten","shape",0.67,"age","English"
"828",31,"cheese","food",24,"huge","round","size",0.97,"shape","English"
"829",31,"banana","food",25,"new","long","age",0.52,"size","English"
"830",31,"apple","food",26,"good","long","quality",0.92,"size","English"
"831",31,"carrot","food",27,"hard","metal","texture",0.58,"material","English"
"832",31,"TV","furniture",28,"huge","round","size",0.89,"shape","English"
"833",32,"desk","furniture",3,"tiny","good","size",0.83,"quality","English, Spanish"
"834",32,"carrot","food",4,"fresh","tiny","age",0.14,"size","English, Spanish"
"835",32,"tomato","food",5,"green","metal","color",0.78,"material","English, Spanish"
"836",32,"tomato","food",6,"metal","long","material",0.89,"size","English, Spanish"
"837",32,"banana","food",7,"soft","short","texture",0.15,"size","English, Spanish"
"838",32,"tomato","food",8,"round","yellow","shape",0.13,"color","English, Spanish"
"839",32,"cheese","food",9,"yellow","smooth","color",0.84,"texture","English, Spanish"
"840",32,"desk","furniture",10,"plastic","soft","material",0.98,"texture","English, Spanish"
"841",32,"apple","food",11,"long","hard","size",0.05,"texture","English, Spanish"
